Key,English,Spanish
UI_GUILD_TAB_HOUSING_INFO,"If your guild owns a guild house, every other Saturday, your guild will need to place an Artifact, which costs #b#u%s penyas#nu#nb, at a selected position from a defined list. \n\nIf your guild doesn't have a guild house, you can register for the next artifact battle for #b#u%s penyas#nu#nb and have a chance to obtain a guild house!\nYou can only apply/cancel an hour before the battle start.\n\n\nOnce placed, your guild will be required to defend it on the PK channel from other players, or you will lose ownership of the house. \n\nIf you successfully defend it, you will receive #bspecial rewards and a percentage of the fee#nb will be refunded.","Si tu gremio posee una casa de gremio, cada dos sábados, tu gremio deberá colocar un artefacto, que cuesta #b#u%s penyas#nu#nb, en una posición seleccionada de una lista definida. \n\nSi tu gremio no tiene una casa de gremio, ¡puedes registrarte para la próxima batalla de artefactos por #b#u%s penyas#nu#nb y tener la oportunidad de obtener una casa de gremio!\nSolo puedes solicitar/cancelar una hora antes del inicio de la batalla.\n\n\nUna vez colocado, tu gremio deberá defenderlo en el canal PK de otros jugadores, o perderás la propiedad de la casa. \n\nSi lo defiendes con éxito, recibirás #brecompensas especiales y se te reembolsará un porcentaje de la tarifa#nb."
UI_HOUSINGSETUP_PRESETS,Presets,Preajustes
UI_HOUSINGSETUP_MANAGE,Management,Gestión
UI_HOUSINGPRESET_INFO,You can manage housing presets for this world on this page. Click on a preset to preview object/NPC placements. \n\n#b#uNote:#nb#nu Applying a preset will remove all current decorations/NPCs. Only the NPCs you placed will be added to the preset list. Some models/NPCs that were part of an expired pack may not be placed when applying the preset.,Puede gestionar los ajustes preestablecidos de alojamiento para este mundo en esta página. Haga clic en un ajuste preestablecido para obtener una vista previa de la ubicación de objetos/NPC. \n\n#b#uNota:#nb#nu Al aplicar un ajuste preestablecido se eliminarán todas las decoraciones/NPC actuales. Solo los NPC que hayas colocado se agregarán a la lista preestablecida. Es posible que algunos modelos/NPC que formaban parte de un paquete caducado no se coloquen al aplicar el ajuste preestablecido.
UI_HOUSINGPRESET_HDR,Preset List,Lista Preestablecida
UI_HOUSINGPRESET_NEW,New,Nuevo
UI_HOUSINGPRESET_DELETE,Delete,Borrar
UI_HOUSINGPRESET_APPLY,Apply,Aplicar
UI_HOUSINGPRESETS_MSGBOX_INFO,Preset Name,Nombre preestablecido
UI_HOUSINGPRESETS_ERROR_NAME,You have to set a name.,Tienes que ponerle un nombre.
UI_HOUSINGPRESETS_ERROR_NAME_INVALID,The name you set for the preset is incorrect!,¡El nombre introducido para el ajuste preestablecido es incorrecto!
UI_UPGRADE_GENERALTAB,General Upgrade,Actualización General
UI_UPGRADE_ELEMENTTAB,Element Upgrade,Actualización Elementos
UI_UPGRADE_PIERCINGTAB,Piercing,Perforación
UI_GUILD_TAB_HOUSING_VISITS,Allow external visitors,Permitir Visitantes Externos
UI_HOUSINGSETUP_FILTER_CHAIR,Chair,Silla
UI_HOUSINGSETUP_FILTER_SOFA,Sofa,Sofá
UI_HOUSINGSETUP_FILTER_LIGHT,Light,Luz
UI_HOUSINGSETUP_FILTER_DESK,Desk,Escritorio
UI_HOUSINGSETUP_FILTER_TABLE,Table,Mesa
UI_HOUSINGSETUP_FILTER_DRAWER,Drawer,Cajonera
UI_HOUSINGSETUP_FILTER_BED,Bed,Cama
UI_HOUSINGSETUP_FILTER_PLANT,Plant,Planta
UI_HOUSINGSETUP_FILTER_CLOSET,Closet,Armario
UI_HOUSINGSETUP_FILTER_BATH,Bath,Baño
UI_PLAYERHOUSINGBUY_SIZE_SMALL,S,S
UI_PLAYERHOUSINGBUY_SIZE_MEDIUM,M,M
UI_PLAYERHOUSINGBUY_SIZE_LARGE,L,L
UI_ACHIEVEMENTS_STAT_PAGE,Additional Stat Page,Página Estadísticas Adicionales
UI_STAT_PAGE_SELECT,Select your stat page:,Seleccione Página de Estadísticas:
UI_HOUSINGSETUP_FILTER_FENCE,Fence,Cerca
UI_HOUSINGSETUP_FILTER_GRASS,Grass,Césped
UI_HOUSINGSETUP_FILTER_ROCK,Rock,Roca
UI_REPORT_DISCORD,Please send a message through our Discord Modmail with valid evidence to report a player. Do you want to open Discord now?,Envíe un mensaje a través de nuestro Discord Modmail con evidencia válida para denunciar a un jugador. ¿Quieres abrir Discord ahora?
UI_GUILDSHIP_UNKNOWN,Unknown Guild,Unknown Guild
UI_GUILDSHIP_VACANT,Vacant Ship,Barco Vacante
UI_OPTION_WINDOWS_FONT,PC Flyff Font,Fuente PC Flyff
UI_CREATE_ULTIMATE_WEAPON,Create Ultimate Weapon,Crear Arma Definitiva
UI_CREATE_ULTIMATE_WEAPON_DESC,Create Ultimate Weapons during event period and get rewards!\nYou can earn more rewards based on the number of times you create.,¡Crea armas definitivas durante el período del evento y obtén recompensas!\nPuede ganar más recompensas según la cantidad de veces que cree.
UI_CREATE_ULTIMATE_WEAPON_LVL1,1 time,1 vez
UI_CREATE_ULTIMATE_WEAPON_LVL2,2 times,2 veces
UI_CREATE_ULTIMATE_WEAPON_LVL3,3 times,3 veces
UI_CREATE_ULTIMATE_WEAPON_LVL4,4 times,4 veces
UI_CREATE_ULTIMATE_WEAPON_LVL5,5 times,5 veces
UI_UPGRADE_ULTIMATE_WEAPON,Upgrade Ultimate Weapon,Actualizar Arma Definitiva
UI_UPGRADE_ULTIMATE_WEAPON_DESC,Upgrade Ultimate Weapon during the event period and get Rewards!\nYou can earn more rewards based on the upgrade level.,¡Mejora Ultimate Weapon durante el período del evento y obtén recompensas!\nPuede ganar más recompensas según el nivel de actualización.
UI_UPGRADE_ULTIMATE_WEAPON_LVL1,Achieved Ultimate Upgrade +1,Actualización Definitiva Conseguida +1
UI_UPGRADE_ULTIMATE_WEAPON_LVL2,Achieved Ultimate Upgrade +2,Actualización Definitiva Conseguida +2
UI_UPGRADE_ULTIMATE_WEAPON_LVL3,Achieved Ultimate Upgrade +3,Actualización Definitiva Conseguida +3
UI_UPGRADE_ULTIMATE_WEAPON_LVL4,Achieved Ultimate Upgrade +4,Actualización Definitiva Conseguida +4
UI_UPGRADE_ULTIMATE_WEAPON_LVL5,Achieved Ultimate Upgrade +5,Actualización Definitiva Conseguida +5
UI_RAINBOWRACE_RANKING,Leaderboard,Tabla de clasificación
UI_EXCHANGE_ACCOUNTLINK,#cffff0000You will obtain an Account-Linked item because some of your sacrifice items are Account-Linked.#nc,#cffff0000Obtendrás un artículo vinculado a la cuenta porque algunos de tus artículos de sacrificio están vinculados a la cuenta.#nc
UI_EXCHANGE_SOULLINK,#cffff0000You will obtain a Soul-Linked item because some of your sacrifice items are Soul-Linked.#nc,#cffff0000Obtendrás un Objeto vinculado porque algunos de tus objetos de sacrificio están vinculados.#nc
UI_RAINBOWRACE_TELEPORT_TITLE,Rainbow Race,Carrera Arcoiris
UI_RAINBOWRACE_TELEPORT_MSG,The Rainbow Race will begin shortly. Would you like to teleport to the starting point? Declining will disqualify you from the race with no refund.,La Carrera Arcoiris comenzará en breve. ¿Te gustaría teletransportarte al punto de partida? Rechazarlo lo descalificará de la carrera sin reembolso.
UI_BATTLEPASS_CHRISTMAS2023,Christmas Pass 2023,Pase de Navidad 2023
UI_HOME_LOGIN_EMAIL,Sign in with Email,Iniciar sesión con correo electrónico
UI_HOME_LOGIN_EMAIL_TIP,Login with Flyff Universe Email or Username,Inicie sesión con el correo electrónico o el nombre de usuario de Flyff Universe
UI_SESSION_TITLE,Saved Sessions,Sesiones guardadas
UI_SESSION_REMOVE,Remove,Eliminar
UI_SESSION_REMOVEALL,Remove All,Eliminar todo
UI_LOW_FRAMERATE_GUIDE_TITLE,Caution,Precaución
UI_LOW_FRAMERATE_GUIDE_DESC,Client performance is low.\nPlease check for 2 items below.,El rendimiento del cliente es bajo.\nPor favor verifique los 2 elementos a continuación.
UI_LOW_FRAMERATE_GUIDE_GUIDE01,1) Change in-game video/graphic setting adjusted to your PC.,1) Cambie la configuración de video/gráficos del juego ajustada a su PC.
UI_LOW_FRAMERATE_GUIDE_GUIDE02,2) Make sure your browser has hardware acceleration turned on.,2) Asegúrese de que su navegador tenga activada la aceleración de hardware.
UI_LOW_FRAMERATE_GUIDE_BUTTON_SETTING,Go to Game Setting,Ir a la configuración del juego
UI_BATTLEPASS_MISSION_FINISH_RAINBOW_RACE,Finish Rainbow Race,Terminar Carrera Arcoiris
UI_LOCKED_SLOT_TIP,"Unlock through quests, achievements, or an Extra Bag from the Cash Shop.","Desbloquea a través de misiones, logros o una Bolsa Extra de Tienda."
UI_LOCKED_SLOT_TIP_COUPLE,You can expand slots through couple level-ups and better couple rings.,You can expand slots through couple level-ups and better couple rings.
UI_QUEST_SLOTS_COMMAND,Unfinished quests which unlock inventory slots:,Misiones inacabadas que desbloquean espacios de inventario:
UI_ACHIEVEMENT_SLOTS_COMMAND,Unclaimed or unfinished achievements which unlock inventory slots:,Logros no reclamados o inacabados que desbloquean espacios de inventario:
UI_QUEST_KILL_MONSTER_COUNT,Defeat monsters #cffc32f07#b%d/%d#nb#nc,Derrota monstruos #cffc32f07#b%d/%d#nb#nc
UI_STORAGE_EXPIRED,(Expired),(Caducado)
UI_STORAGE_GETALL,Retrieve All,Recuperar Todo
UI_STORAGE_GETALL_TIP,Retrieve all items to your inventory.,Recupera todos los artículos del inventario.
UI_STORAGE_LIST,Contains %d items:,Contiene %d elementos:
UI_STORAGE_MORE,And %d more,Y %d más
UI_STORAGE_VIEW,Shift+Left Click or Right Click to view content.,Mayús+Clic Izquierdo o Clic Derecho para ver el contenido.
UI_STORAGE_VIEW_INV,Shift+Left Click to view content.,Mayús+Clic Izquierdo para ver el contenido.
UI_STORAGE_VIEW_MOBILE,Long Press to view content.,Mantenga presionado para ver el contenido.
UI_ACHIEVEMENTS_TOTAL_CONNECTION_PREMIUM_TAB,Premium Login Rewards,Conexión total premium
UI_ACHIEVEMENTS_PROBABILITY,Probability,Probabilidad
UI_ACHIEVEMENTS_PROBABILITYTIP,Premium prize probability info,Información de probabilidad de premio premium
UI_ACHIEVEMENTS_PLAYTIME_PURCHASEBTN,Purchase Playtime Coupon,Purchase Playtime Coupon
UI_ACHIEVEMENTS_CONNECTION_PURCHASEBTN,Purchase Login Coupon,Purchase Login Coupon
UI_STATBOARD_TITLE,Statboard,Tabla Estadísticas
UI_STATBOARD_RAW,Raw Stats,Estadísticas Básicas
UI_STATBOARD_GRAPHS,Graphs,Gráficos
UI_STATBOARD_RANK,Rank,Rango
UI_STATBOARD_TIME,Time,Tiempo
UI_STATBOARD_ITEMS,Items,Elementos
UI_STATBOARD_SPEED,Avg Speed,Velocidad Promedio
UI_STATBOARD_HIDDEN,Hidden zero values: %d,Valores cero ocultos: %d
UI_APP_UPGRADABLE_ITEMPACK_TIP,Displays the Upgradable Item Pack Menu.,Muestra Menú Paquete Elementos Actualizables.
UI_UPGRADE_ITEMPACK,Upgrade,Mejorar
UI_ITEMPACK_UPGRADE_TITLE,Item Pack Upgrade,Actualización Paquete Artículos
UI_ITEMPACK_UPGRADE_DESC,"When you open an egg, you can get all the items listed below.\nIf you succeed in upgrading the egg, you will receive items that are higher ranked, but if you fail, the egg may be downgraded or destroyed.","When you open an egg, you can get all the items listed below.\nIf you succeed in upgrading the egg, you will receive items that are higher ranked, but if you fail, the egg may be downgraded or destroyed."
UI_ITEMPACK_UPGRADE_DESC_EMPTY,Drag and drop an upgradable item pack in the item slot.,Arrastra y suelta un Paquete Artículos Actualizable en la ranura de artículos.
UI_ITEMPACK_UPGRADE_CONFIRM,"Successful upgrade increases the reward, but failure may downgrade or destroy the item.\nDo you really want to upgrade?","Successful upgrade increases the reward, but failure may downgrade or destroy the item.\nDo you really want to upgrade?"
UI_TAB_EGG_USE_NAME,Egg Use Achievements event,Evento Logros al usar huevos
UI_EGG_USE_EVENT,Egg Use,Uso de huevos
UI_EGG_USE_EVENT_DESC,"Reward is received when the number of eggs used during the event reaches a certain number.\nThe number of rewards is limited per Eggs color so hurry up.\nFirst come, first served!","La recompensa se otorga al alcanza un cierto número de huevos utilizados durante el evento.\nLa cantidad de recompensas está limitada por color de Huevo, así que date prisa.\n¡Primero en llegar, primero en ser atendido!"
UI_EGG_USE_RED_EGG,Red Egg,Huevo Rojo
UI_EGG_USE_ORANGE_EGG,Orange Egg,Huevo Naranja
UI_EGG_USE_YELLOW_EGG,Yellow Egg,Huevo Amarillo
UI_EGG_USE_GREEN_EGG,Green Egg,Huevo Verde
UI_EGG_USE_BLUE_EGG,Blue Egg,Huevo Azul
UI_PLAYERHOUSINGBUY_KEEPTIME,Expires in: ,Caduca en:
UI_HOUSINGSETUP_KEEPTIME,Expires in: ,Caduca en:
UI_GUILD_TAB_HOUSING_JOINBATTLE,Join Artifact Battle,Únete a Batalla de Artefactos
UI_GUILD_TAB_HOUSING_CANCELBATTLE,Cancel Artifact Battle,Cancela Batalla de Artefactos
UI_GUILDHOUSING_ARTIFACTBATTLEJOIN_MSGBOX_INFO,"Would you like to join the next Guild Artifact Battle?\n#cffff0000#bWARNING: By joining the Artifact Battle, a fee of %s penyas will be taken off your guild bank!#nb#nc","¿Te gustaría unirte a la próxima Batalla de Artefactos de Gremio?\n#cffff0000#bADVERTENCIA: ¡Al unirte a la Batalla de artefactos, se descontará una tarifa de %s penyas de tu banco de gremio!#nb#nc"
UI_GUILDHOUSING_ARTIFACTBATTLECANCEL_MSGBOX_INFO,Would you like to cancel joining the Guild Artifact Battle? You will receive all of the penyas you've used to join the battle.,¿Te gustaría cancelar Batalla Artefactos del gremio? Recibirás toda la Penya que hayas utilizado para unirte a la batalla
UI_GUILD_TAB_HOUSING_NEXTARTIFACTBATTLEHDR,Next artifact battle in:,Próxima Batalla Artefactos en:
UI_CHARINFO_HOUSING,Housing,Alojamiento
UI_CHARINFO_HOUSING_TEMPLATE,Current Template,Plantilla actual
UI_CHARINFO_HOUSING_EXPIRATION,Expires in,Caduca en
UI_CHARINFO_HOUSING_BONUSES,Current bonuses,Bonificaciones Actuales
UI_CHARINFO_HOUSING_NOHOUSE,No house yet.,Aún no hay casa.
UI_CHARINFO_HOUSING_EXPIRED,Expired.,Caducado.
UI_HOUSINGPRESETSAPPLY_MSGBOX_INFO,You are attempting to apply a preset containing objects or NPCs that are not permanent. Are you certain you still wish to apply it? \n#b#cff78e12fPlease note: Objects and NPCs with the shortest expiration time will be prioritized.#nb#nc,Estás intentando aplicar un ajuste preestablecido que contiene objetos o NPC que no son permanentes. ¿Estás seguro de que aún deseas aplicarlo? \n#b#cff78e12fTenga en cuenta: se dará prioridad a los objetos y NPC con el tiempo de caducidad más corto.#nb#nc
UI_GUILDHOUSING_ARTIFACTBATTLE_TIMELEFT,Artifact Battle Ends in ,Batalla Artefactos termina en
UI_GUILD_LOG_BTN,Log,Registro
UI_GUILDLOG_TITLE,Guild Log,Registro Gremio
UI_GUILDLOG_JOINED,Joined,Unido
UI_GUILDLOG_LEFT,Left,Izquierda
UI_GUILDLOG_EJECTED,Ejected,Expulsado
UI_GACHA_OPEN_ALL,Open All,Abrir todo
UI_GACHA_OPEN_ONE,Open 1,Abrir 1
UI_GACHA_OPEN_ALL_CONFIRM,Will you open all the select boxes?,¿Abrirás todos los cuadros de selección?
UI_BATTLEPASS_MISSION_USEITEM,Use %s,Usos %s
UI_HOUSINGGUESTBOOK_TOTALLIKES,Total Likes,Likes totales
UI_HOUSINGGUESTBOOK_WELCOMEMSGTITLE,Welcome Message,Mensaje de bienvenida
UI_HOUSINGGUESTBOOK_MSGBOX_TITLE_1,Welcome Message,Mensaje de bienvenida
UI_HOUSINGGUESTBOOK_MSGBOX_TITLE_2,Post Message,Publicar mensaje
UI_HOUSINGGUESTBOOK_MSGBOX_DESC,The message has to be between 4 and %d characters. ,El mensaje debe tener entre 4 y %d caracteres.
UI_HOUSINGGUESTBOOK_DEL_TITLE,Delete guest message?,¿Eliminar mensaje de invitado?
UI_HOUSINGGUESTBOOK_DEL_CONFIRM,Are you sure you want to delete that guest message?,¿Estás seguro de que deseas eliminar ese mensaje de invitado?
UI_PLAYERHOUSINGBUY_SIZE_EXTRA_LARGE,XL,XL
UI_HOUSINGSETUP_FILTER_FLOOR,Floor,Suelo
UI_HOUSINGSETUP_FILTER_CEILING,Ceiling,Techo
UI_HOUSINGSETUP_FILTER_WALL,Wall,Pared
UI_PARTY_CHANGE_NAME,Name,Nombre
UI_PARTY_CHANGE_NAME_TIP,Change the Party name.,Cambia el nombre del Party.
UI_KALGAS_ASSAULT_NOT_SCHEDUL_DESC,There are no Kalgas Assault scheduled.,There are no Kalgas Assault scheduled.
UI_KALGAS_ASSAULT_CANNOT_ENTER,Can't enter Kalgas Assault.,Can't enter Kalgas Assault.
UI_KALGAS_ASSAULT_ENTERTIME_DESC,Do you want to enter the Kalgas Assault?\n\nTime for entry: %s,Do you want to enter the Kalgas Assault?\n\nTime for entry: %s
UI_KALGAS_ASSAULT_REGISTRATIONTIME_DESC,Can't enter yet Kalgas Assault.\n\nEntry Star: %02d:%02d:%02d,Can't enter yet Kalgas Assault.\n\nEntry Star: %02d:%02d:%02d
UI_KALGAS_ASSAULT_LATE_DESC,Todays Kalgas Assault is already start.,Todays Kalgas Assault is already start.
UI_KALGAS_ASSAULT_REG_DESC,"#cff0000ffRegistration#nc\nTime until registration:\n %s \nTime until entry:\n %s \nMinimum Level: %d\n\nCurrent number of registered players: %d\n\n※ Only users who have registered for Kalgas Assault can participate.\n※ You will not be able to enter after the time limit has passed.\n※ Maximum 200 players per an instance (100 vs 100)\n※ The minimum number of players for ranking rewards is 20 or more, and if there are less than 20 players, only the winner reward will be given.\n※ Teams will be randomly selected.","#cff0000ffRegistration#nc\nTime until registration:\n %s \nTime until entry:\n %s \nMinimum Level: %d\n\nCurrent number of registered players: %d\n\n※ Only users who have registered for Kalgas Assault can participate.\n※ You will not be able to enter after the time limit has passed.\n※ Maximum 200 players per an instance (100 vs 100)\n※ The minimum number of players for ranking rewards is 20 or more, and if there are less than 20 players, only the winner reward will be given.\n※ Teams will be randomly selected."
UI_SUN,Sunday,domingo
UI_MON,Monday,lunes
UI_TUE,Tuesday,martes
UI_WED,Wednesday,miércoles
UI_THU,Thursday,jueves
UI_FRI,Friday,viernes
UI_SAT,Saturday,sábado
UI_KALGAS_ASSAULT_INFO_TITLE,Kalgas Assault Information,Información de Kalgas Assault
UI_KALGAS_ASSAULT_REGISTRATION_TITLE,Kalgas Assault Registration,Kalgas Assault Registration
UI_KALGAS_ASSAULT_REGISTER,Registration,Registration
UI_KALGAS_ASSAULT_REGISTERED,Registered,Registered
UI_KALGAS_ASSAULT_RANK_TITLE,Rank,Rango
UI_KALGAS_ASSAULT_RANK_RETURN,Transport to Town,Transport to Town
UI_KALGAS_ASSAULT_RANK_WINNER,Winner : %s,Winner : %s
UI_KALGAS_ASSAULT_RANK_MYRANK,My Ranking : %s,My Ranking : %s
UI_KALGAS_ASSAULT_RANK_NOT_RECORD,No record,No record
UI_KALGAS_ASSAULT_RANK_KALGAS,Kalgas,Kalgas
UI_KALGAS_ASSAULT_RANK_ARTIFACT,Artifact,Artefacto
UI_KALGAS_ASSAULT_RANK_KILL,Kill,Kill
UI_KALGAS_ASSAULT_RANK_RANKING,Ranking,Ranking
UI_KALGAS_ASSAULT_RANK_TEAM,Team,Equipo
UI_KALGAS_ASSAULT_RANK_NAME,Name,Nombre
UI_KALGAS_ASSAULT_RANK_POINT,Point,Puntos
UI_TOOLTIP_DST_BOSS_DMG,Boss Monster Damage,Boss Monster Damage
UI_KALGAS_ASSAULT_KILL_COUNT,Kill Count : %d,Kill Count : %d
UI_KALGAS_ASSAULT_REVIVAL_TITLE,Kalgas Assault Revival,Kalgas Assault Revival
UI_KALGAS_ASSAULT_REVIVAL_COUNT,After : %d,After : %d
UI_KALGAS_ASSAULT_REVIVAL_DEFAULT,Starting Point,Starting Point
UI_KALGAS_ASSAULT_REVIVAL_GOLD,Use gold coin x%d,Use gold coin x%d
UI_KALGAS_ASSAULT_REVIVAL_SILVER,Use silver coin,Use silver coin
UI_KALGAS_ASSAULT_TIMER_KALGAS,Time until Kalgas appears,Time until Kalgas appears
UI_KALGAS_ASSAULT_TIMER_END,Time until the Kalgas Assault end,Time until the Kalgas Assault end
UI_KALGAS_ASSAULT_UNFULFILLED_PLAY_TIME,"Due to insufficient participation time, you will be excluded from rewards and rankings.","Due to insufficient participation time, you will be excluded from rewards and rankings."
UI_KALGAS_ASSAULT_WINNER,Congratulations. %s Team Wins!,Congratulations. %s Team Wins!
UI_KALGAS_ASSAULT_DRAW,Unfortunately the winner is not decided.,Unfortunately the winner is not decided.
UI_KALGAS_ASSAULT_RETURN_COUNT,"After %d seconds, you will be automatically moved to town.","After %d seconds, you will be automatically moved to town."
UI_BLACK,Black,Black
UI_WHITE,White,White
UI_DRAW,Draw,Draw
UI_KALGAS_ASSAULT_READY,Kalgas Assault is about to start!,Kalgas Assault is about to start!
UI_KALGAS_ASSAULT_ENTRY_CLOSE_REMAINING,Entry for Kalgas Assault will close in %d minutes.,Entry for Kalgas Assault will close in %d minutes.
